Dist(mi)	SpdLim(mph)	Grade(%)	Curve(Doc)	Catenary(Y/N)
279.7197584378557	60.0	1.176001068	2.62e-05	0
280.0304439378557	60.0	0.9760010440000001	2.56e-05	0
280.3411294378557	60.0	0.11505510956000001	0.026377739	0
280.6517913292374	60.0	0.2181044543177052	1.202288381	0
280.9589437108731	59.995682445476646	-0.24804166620524393	1.587530054	0
281.2684778123985	60.0	-0.9294633416651308	1.103621101	0
281.5764156116385	51.21146331719676	-1.0610002200619493	2.178851241	0
281.88710111163846	60.0	-0.5853448102400001	0.666379744	0
282.1977866116385	60.0	1.24926642956	0.731661239	0
282.5048308866505	58.66985834237502	-0.7714155802760598	1.660090912	0
282.8155163866505	60.0	-1.5675711724800003	1.160720688	0
283.1252238455275	60.0	2.2592328772321797	0.855712519	1
283.43590934552753	60.0	1.0560522078399999	0.601306196	0
283.7465948455275	60.0	1.014000784	1.86e-05	0
284.0572803455275	60.0	0.7676594630799999	0.041487077	0
284.35406949597075	60.0	-0.6369021176961013	0.041487077	0
284.663474973202	60.0	0.03012411119352157	0.0	0
284.97416047320206	60.0	-1.3837480491999998	0.45629877	0
285.2842798975724	60.0	-0.2484285972309817	0.000602222	0
285.59496539757237	60.0	-0.86040898688	0.039775328	0
285.90565089757234	60.0	1.14200001976	4.94e-07	0
286.2163363975724	60.0	0.54200001976	4.94e-07	0
286.52702189757235	60.0	-0.99377452768	0.405636808	0
286.8356177227983	59.60374628281377	-0.7330239973247148	1.608476931	0
287.1462342553397	60.0	0.035331839802765296	1.233373707	0
287.45691975533975	60.0	-1.18505952292	0.023511927	0
287.76758413083843	60.0	-1.2153647852653566	0.567984901	0
288.07788313229764	60.0	-0.5843250964270367	0.660867503	0
288.3885686322977	60.0	0.54475762496	0.018940624	0
288.69901986660716	60.0	-0.09681478517176759	0.531856433	0
289.0096755381894	60.0	-0.4834918272044859	0.463909341	0
289.32036103818945	60.0	-0.08760147736000001	0.009963066	0
289.6310272720223	60.0	1.0279672883205364	0.89764422	0
289.9400307202904	60.0	0.8065890863247299	1.212117704	0
290.25071622029037	60.0	1.46470472236	0.067618559	0
290.56067099116336	60.0	-0.6017659021476494	0.893337248	0
290.87133659927565	60.0	-0.7717992306598533	0.65629663	0
291.1820220992757	60.0	-1.62525837984	0.018540504	0
291.49270759927566	60.0	1.2260001436	3.09e-06	0
291.8033930992757	60.0	1.08400002816	2.04e-07	0
292.1140785992757	60.0	-1.021997744	5.64e-05	0
292.42476409927565	60.0	-1.12599756	6.1e-05	0
292.7354495992757	60.0	0.11400049999999999	1.25e-05	0
293.04613509927566	60.0	-0.25066457020000005	0.183385745	0
293.35614082306773	60.0	1.1598097994725087	1.284613452	0
293.66641995159114	60.0	0.7008605683539857	0.599379838	0
293.97602116224084	60.0	1.9251715035736126	0.763985148	0
294.2867066622408	60.0	1.1702123111600002	0.255306779	0
294.5973791158732	60.0	0.09131790493365881	0.682880433	0
294.9068243579902	60.0	0.0835700461274217	1.587247151	0
295.21657345903895	60.0	-1.2125442168313134	1.331773022	0
295.527258959039	60.0	-1.18706092828	0.423476793	0
295.83794445903897	60.0	-0.08399871999999999	3.2e-05	0
296.14862995903894	60.0	-1.14199886	2.85e-05	0
296.459315459039	60.0	-0.61399836	4.1e-05	0
296.77000095903895	60.0	-0.205998536	3.66e-05	0
297.080686459039	60.0	0.122001464	3.66e-05	0
297.39137195903896	60.0	-0.36999852000000005	3.7e-05	0
297.70205745903894	60.0	-0.155998596	3.51e-05	0
298.012742959039	60.0	1.672e-06	4.18e-05	0
298.32342845903895	60.0	-0.7079981120000001	4.72e-05	0
298.634113959039	60.0	-0.5079990360000001	2.41e-05	0
298.94479945903896	60.0	-0.0039992840000000005	1.79e-05	0
299.25548495903894	60.0	0.220001748	4.37e-05	0
299.566170459039	60.0	1.22026225552	0.356555388	0
299.8749651275209	60.0	0.14948383406852667	1.272093853	0
300.1856220506686	60.0	-1.1932213971271515	0.922293717	0
300.49630755066863	60.0	0.26457547047999996	0.014386262	0
300.8069930506686	60.0	-1.1690410082399998	0.023974794	0
301.11745983447673	60.0	-0.8575734891183948	0.025773768	0
301.4281415987943	60.0	0.3228916633345542	0.022194789	0
301.73882709879433	60.0	-0.6808985883600001	0.027535291	0
302.0495125987943	60.0	1.26800004039	9.75e-09	0
302.36019809879434	60.0	-0.051999975840000004	6.04e-07	0
302.6708835987943	60.0	-0.0099999997072	7.32e-09	0
302.9815690987943	60.0	-1.81599997544	6.14e-07	0
303.29225459879433	60.0	0.6100000001952	4.88e-09	0
303.6029400987943	60.0	0.6219999804159999	1.04e-08	0
303.91362559879434	60.0	0.53000004416	6.04e-07	0
304.2243110987943	60.0	0.0660000492	1.23e-06	0
304.5349965987943	60.0	0.01312932028	0.328233007	0
304.8447904329006	60.0	0.6441178150715229	0.708764652	0
305.15547593290063	60.0	0.6211402202799999	0.378505507	0
305.4661614329006	60.0	1.090000528	1.42e-05	0
305.77684693290064	60.0	0.9520004560000002	1.04e-05	0
306.0875324329006	60.0	-0.163999492	1.27e-05	0
306.39821793290065	60.0	-0.043913652160000004	0.002158696	0
306.7089034329006	60.0	1.21408787824	0.002195956	0
307.0195889329006	60.0	0.9450648700400001	0.226622751	0
307.32946167099556	60.0	0.4517558349125611	0.666093747	0
307.6401471709956	60.0	-0.11248965671999998	0.437758582	0
307.95083267099557	60.0	1.25600006696	6.74e-07	0
308.1855126915223	60.0	0.03706834654031689	6.74e-07	0
308.35924802691267	60.0	1.2303290504112763	0.0	0
308.5146243315059	60.0	0.6798531492722858	0.0	0
308.8253098315059	60.0	-0.196	0.0	0
309.13473954313827	60.0	0.44970981923473485	1.151958599	0
309.4454057769712	60.0	-0.05379761324811316	0.905199204	0
309.7560912769712	60.0	-1.12332162812	0.016959297	0
310.06677677697115	60.0	-1.475998736	3.16e-05	0
310.3774622769712	60.0	-1.0519560124799998	0.001099688	0
310.6881459186369	60.0	-0.5821963644015673	0.795182705	0
310.99691697850056	60.0	0.04482524109417881	1.170941037	0
311.30760247850054	60.0	-0.21488397684	0.377900579	0
311.61828175870113	60.0	0.8652363790410613	0.780491559	0
311.92770401798253	60.0	0.00708580820490804	1.030615397	0
312.2383895179825	60.0	0.35970923979999997	0.392730995	0
312.5462223016089	60.0	2.084216406948671	1.288813336	1
312.8569078016089	60.0	0.40325764636	0.631441159	0
313.16759330160886	60.0	-0.74794318224	0.001420444	0
313.4782788016089	60.0	-0.8799999460000001	1.35e-06	0
313.78896430160887	60.0	-2.30999997296	6.76e-07	0
314.0996498016089	60.0	0.0220000516	1.29e-06	0
314.4103353016089	60.0	-0.38799997159999994	7.1e-07	0
314.72102080160886	60.0	-0.8319999808000001	4.8e-07	0
315.0317063016089	60.0	0.04512835712	0.078208928	0
315.3422364588589	60.0	0.49147491589752873	0.781120021	0
315.65258207072384	60.0	-0.15448483263880353	0.843026588	0
315.9632675707239	60.0	0.1755835888	0.13958972	0
316.27395307072385	60.0	0.2920002784	6.96e-06	0
316.5846385707239	60.0	0.45884595176	0.021148794	0
316.8952892740721	60.0	-1.1588053458529253	0.783198715	0
317.2054062143255	60.0	0.8634503719130139	0.898399663	0
317.5160917143255	60.0	-1.42162994012	0.059251497	0
317.826540464518	60.0	0.559677685081398	0.581722718	0
318.1371868254151	60.0	-1.7856549432846183	0.514314978	0
318.44785431081345	60.0	-0.9401705881205489	1.047158872	0
318.75542673601404	59.615104603584484	-1.4670295350350522	1.607864071	0
319.066112236014	60.0	-0.53455484304	0.536128924	0
319.37679773601405	60.0	-0.607999036	2.41e-05	0
319.68748323601403	60.0	0.59381267944	0.295316486	0
319.9967109944906	60.0	0.6353776255687931	1.21561376	0
320.30738033822325	60.0	0.5451842144298091	0.928944901	0
320.61806583822323	60.0	0.27057165648000003	0.014291412	0
320.92875133822326	60.0	1.7899999617559998	4.39e-08	0
321.23943683822324	60.0	0.9119999815120001	3.78e-08	0
321.5501223382232	60.0	0.36182962908	0.545740727	0
321.8584335706845	60.0	-0.210323127183324	1.090437359	0
322.1691190706845	60.0	-0.9665460610000001	0.536348475	0
322.47980457068445	60.0	-1.1670013989199999	0.274965027	0
322.7892783896537	60.0	-0.32922199359965365	0.854883572	0
323.09996388965374	60.0	-1.217252895	0.568677625	0
323.40777058054476	59.726857912795396	-0.11962806928933209	1.601852838	0
323.7184343302607	53.676582956103985	0.39335470122403327	1.983317434	0
324.023323053988	50.07208259825341	-1.1153455843505735	2.279138101	0
324.334008553988	60.0	-0.9181909373600002	0.695226566	0
324.644694053988	60.0	-0.18276890428	0.080777393	0
324.9552068034673	60.0	0.6259837287074074	0.291053906	0
325.2658923034673	60.0	0.0019273119200000001	0.048182798	0
325.5752542801926	60.0	0.054452352210741316	1.21066707	0
325.8858832333189	60.0	0.7333257229123489	0.679930068	0
326.1965246070302	60.0	0.212387671059608	0.909066761	0
326.5037136435898	51.35242531565797	0.5660713381393128	2.1669058	0
326.8141070984741	60.0	1.2466989234725043	1.539622336	0
327.1247205211158	60.0	1.3363391601903287	0.850924828	0
327.4343161377488	60.0	1.5005259823640047	1.03518502	0
327.74469592048274	60.0	0.897507146699284	0.616205646	0
328.0549570154527	60.0	0.8595018751354078	0.909436107	0
328.3656425154527	60.0	1.7519905411600003	0.199762029	0
328.67554508190324	60.0	-0.7506618109389401	0.732592937	0
328.9862305819032	60.0	0.06968293776000001	0.292073444	0
329.29653455159644	60.0	1.7768495122862993	1.318307728	0
329.6057691555931	60.0	-0.4941682295641691	1.510542399	0
329.9164546555931	60.0	-0.7949287712400002	0.276780719	0
330.22714015559313	60.0	-1.6839998580000002	3.55e-06	0
330.5378256555931	60.0	0.024000117999999997	2.95e-06	0
330.8485111555931	60.0	1.1100002064	4.16e-06	0
331.1591966555931	60.0	0.2700000984	2.46e-06	0
331.4698821555931	60.0	-0.22386540388	0.003364903	0
331.78056765559313	60.0	-0.04778298916	0.005425271	0
332.0912531555931	60.0	0.08808232004000001	0.002058001	0
332.40193865559314	60.0	0.3780001616	4.04e-06	0
332.7126241555931	60.0	-0.8259998872	2.82e-06	0
333.0233096555931	60.0	-1.3439999111999998	2.22e-06	0
333.33399515559313	60.0	-0.9799998384	4.04e-06	0
333.6446806555931	60.0	0.0140000912	2.28e-06	0
333.95536615559314	60.0	-0.023033305920000004	0.224167352	0
334.2655160341018	60.0	-0.9759616023528128	0.594048	0
334.5762015341018	60.0	-2.0392457009199996	0.368857477	0
334.8868870341018	60.0	0.1984903644	0.01225911	0
335.1975663143024	60.0	-0.14044258808011728	0.189009372	0
335.50823751636926	60.0	0.4454314926314014	0.185282867	0
335.81892301636924	60.0	1.20634121956	0.008529489	0
336.1296085163693	60.0	-0.289999997828	5.43e-08	0
336.44029401636925	60.0	-0.82599997804	5.49e-07	0
336.7509795163693	60.0	-0.11399997303999998	6.74e-07	0
337.06166501636926	60.0	-1.3145201782	0.286995545	0
337.3708865740604	60.0	-0.5743649771672487	1.013310098	0
337.6815720740604	60.0	1.3244978652000001	0.71244663	0
337.992251354261	60.0	0.5021761679599673	0.954172467	0
338.2996473122723	59.73640704933264	-0.49183209498110714	1.601340752	0
338.6103328122723	60.0	1.4415709664	0.63927466	0
338.92101831227234	60.0	0.21402446731999997	0.000611183	0
339.2317038122723	60.0	-0.021977860680000003	0.000553483	0
339.54238931227235	60.0	-1.525999504	1.24e-05	0
339.8530748122723	60.0	0.382000436	1.09e-05	0
340.16376031227236	60.0	0.0060002447999999995	6.12e-06	0
340.47444581227234	60.0	-1.0699996744	8.14e-06	0
340.7851313122723	60.0	-1.2099995159999999	1.21e-05	0
341.09581681227235	60.0	-1.075999564	1.09e-05	0
341.4065023122723	60.0	-0.40599967879999993	8.03e-06	0
341.71718781227236	60.0	-0.32199965480000003	8.63e-06	0
342.02787331227233	60.0	-0.08999953599999999	1.16e-05	0
342.3385588122723	60.0	-0.16391856424	0.002035894	0
342.64924431227234	60.0	-0.08786860124	0.003284969	0
342.9599298122723	60.0	-0.29595046012	0.001238497	0
343.27061531227235	60.0	-1.22117467872	0.170633032	0
343.58058187800964	60.0	0.03594266486348074	0.698102743	0
343.8911710662503	60.0	-0.04826170235861195	0.393953591	0
344.20185656625034	60.0	0.31421732092	0.255433023	0
344.5112154330759	60.0	-2.9655338994767204	0.781561995	0
344.8219009330759	60.0	3.00563062312	0.390766578	1
345.1325864330759	60.0	-1.5439994119999998	1.47e-05	0
345.4432719330759	60.0	1.3460004040000002	1.01e-05	0
345.75395743307587	60.0	-0.019999555999999998	1.11e-05	0
346.0646429330759	60.0	-0.020917442559999996	0.377063936	0
346.37339721095157	60.0	0.06787152490267302	1.54584989	0
346.6839627905739	60.0	-0.594184901874425	1.201574927	0
346.9946482905739	60.0	0.05894822056	0.023705514	0
347.30531204028983	60.0	0.028697622535561382	1.417489572	0
347.60936130254584	38.585744295616024	-0.14076480625563764	3.83802843	0
347.9162583129416	43.99494996497334	0.3914238748044542	2.952271507	0
348.22694381294156	60.0	-0.54162718988	0.559320253	0
348.5376293129416	60.0	-0.009994894720000001	0.000127632	0
348.84831481294157	60.0	-0.00199656	8.6e-05	0
349.15900031294154	60.0	-0.01046773436	0.088306641	0
349.469541658225	60.0	0.03663706821834366	0.815880285	0
349.7790813537671	57.63367928980937	0.016620318210196293	1.720320087	0
350.0889367030431	60.0	0.1025137569847991	1.30949498	0
350.3996222030431	60.0	0.01676985236	0.319246309	0
350.7103077030431	60.0	0.6619999992800001	4.82e-07	0
351.0209932030431	60.0	0.074000000976	2.44e-08	0
351.3316787030431	60.0	-0.137999436	1.41e-05	0
351.6423642030431	60.0	0.0020026280000000002	6.57e-05	0
351.9530497030431	60.0	3.564e-06	8.91e-05	0
352.2637352030431	60.0	0.35000178800000004	4.47e-05	0
352.57442070304313	60.0	0.26000025520000003	6.38e-06	0
352.8851062030431	60.0	0.10800128	3.2e-05	0
353.1957917030431	60.0	0.92177727388	0.144432347	0
353.50603975164535	60.0	0.34312363384533673	1.017445306	0
353.8156465563118	60.0	0.26051877918149846	1.395200664	0
354.12632894641206	60.0	-0.18116006015983982	0.521049046	0
354.4370144464121	60.0	-0.10991055584000001	0.002236104	0
354.74769994641207	60.0	-0.27599998072	4.82e-07	0
355.0583854464121	60.0	-0.147996276	9.31e-05	0
355.3690709464121	60.0	-0.18599337168	0.000165708	0
355.67975644641206	60.0	0.00026568855999999997	0.006642214	0
355.9904419464121	60.0	0.00029705976	0.007426494	0
356.30112744641207	60.0	-0.0019715024400000004	0.000712439	0
356.6118129464121	60.0	-0.30399999096	2.26e-07	0
356.9224984464121	60.0	-0.00199370136	0.000157466	0
357.23318394641205	60.0	-0.14199292547999998	0.000176863	0
357.5438694464121	60.0	-0.16199615600000003	9.61e-05	0
357.85455494641207	60.0	-0.30386542372	0.003364407	0
358.1652404464121	60.0	0.016200099000000003	0.005002475	0
358.4759259464121	60.0	-0.011938191679999998	0.001545208	0
358.78661144641205	60.0	-0.297997416	6.46e-05	0
359.0952663026287	60.0	-0.2133921663932335	6.46e-05	0
359.34079173880315	60.0	-0.5137484529724402	0.0	0
359.6514772388032	60.0	-0.4719999999999999	0.0	0
359.96216273880316	60.0	0.06800450128	0.000112532	0
360.27284823880314	60.0	-0.14599647999999998	8.8e-05	0
360.29669446970667	60.0	0.02606092934552374	8.8e-05	0
360.60736815589047	60.0	0.014000532370243379	0.0	0
360.9170277717481	59.28854008097291	0.2917737350625975	1.625625258	0
361.2268309166017	60.0	0.0526777994	1.316944985	0
361.53751641660176	60.0	0.013386824600000001	0.334670615	0
361.84820191660174	60.0	8.720000000000001e-07	2.18e-05	0
362.1588874166018	60.0	0.0020008680000000003	2.17e-05	0
362.46957291660175	60.0	1.152e-06	2.88e-05	0
362.7802584166017	60.0	-0.24199855599999998	3.61e-05	0
363.09094391660176	60.0	-0.06399927600000001	1.81e-05	0
363.40162941660174	60.0	-0.0019999785600000003	5.36e-07	0
363.71231491660177	60.0	0.0020000151200000003	3.78e-07	0
364.02300041660175	60.0	-0.28399954	1.15e-05	0
364.3336859166017	60.0	-0.021998508000000003	3.73e-05	0
364.64437141660176	60.0	-0.009998564	3.59e-05	0
364.95505691660173	60.0	-0.251999416	1.46e-05	0
365.26574241660177	60.0	-0.037999252000000004	1.87e-05	0
365.57642791660174	60.0	-0.001998976	2.56e-05	0
365.8871134166017	60.0	-0.30799923600000007	1.91e-05	0
366.19779891660176	60.0	7.96e-07	1.99e-05	0
366.50848441660173	60.0	0.030001091999999997	2.73e-05	0
366.81916991660177	60.0	-0.029999343999999994	1.64e-05	0
367.12985541660174	60.0	6.08e-07	1.52e-05	0
367.4405409166017	60.0	0.002001052	2.63e-05	0
367.75122641660175	60.0	-0.303999168	2.08e-05	0
368.06191191660173	60.0	-0.30599883600000005	2.91e-05	0
368.37259741660176	60.0	-0.24199891199999998	2.72e-05	0
368.68328291660174	60.0	-0.35599968200000004	7.95e-06	0
368.9939684166018	60.0	0.29400002144	5.36e-07	0
369.30465391660175	60.0	0.024000927999999998	2.32e-05	0
369.6153394166017	60.0	-0.025873870120000003	0.003153247	0
369.92602491660176	60.0	0.042154507759999994	0.003862694	0
370.23671041660174	60.0	-0.01997290888	0.000677278	0
370.5473959166018	60.0	-0.021999064	2.34e-05	0
370.85808141660175	60.0	-0.30399908400000003	2.29e-05	0
371.1687669166017	60.0	5.800000000000001e-07	1.45e-05	0
371.47945241660176	60.0	0.022000996	2.49e-05	0
371.79013791660174	60.0	-0.023999272	1.82e-05	0
372.10082341660177	60.0	0.0020005960000000003	1.49e-05	0
372.41150891660175	60.0	-0.283998596	3.51e-05	0
372.7221944166017	60.0	-0.01999906	2.35e-05	0
373.03287991660176	60.0	-0.22799981719999998	4.57e-06	0
373.34356541660173	60.0	-0.081999128	2.18e-05	0
373.65425091660177	60.0	0.0040010720000000005	2.68e-05	0
373.96493641660174	60.0	0.002000528	1.32e-05	0
374.2756219166017	60.0	-0.001999112	2.22e-05	0
374.58630741660176	60.0	0.015120112400000002	0.37800281	0
374.89611429707566	60.0	0.049813711600000005	1.24534279	0
375.20647295530824	60.0	0.04007564000000001	1.001891	0
375.5171584553083	60.0	0.00348029952	0.137007488	0
375.82784395530825	60.0	0.002000202	5.05e-06	0
376.1385294553083	60.0	-0.0019998076000000004	4.81e-06	0
376.44921495530826	60.0	0.0040001684	4.21e-06	0
376.7599004553083	60.0	-0.107999832	4.2e-06	0
377.0705859553083	60.0	-0.1559997316	6.71e-06	0
377.38127145530825	60.0	-0.13199985	3.75e-06	0
377.6919569553083	60.0	-1.34995193784	0.001201554	0
378.00264245530826	60.0	1.18609153748	0.002289437	0
378.3133279553083	60.0	0.2540435158	0.001087895	0
378.6240134553083	60.0	2.9519999999999997e-09	7.38e-08	0
378.93469895530825	60.0	-0.32399999707200006	7.32e-08	0
379.2453844553083	60.0	0.0320001184	2.96e-06	0
379.55606995530826	60.0	0.17200052799999999	1.32e-05	0
379.8667554553083	60.0	-0.0119996112	9.72e-06	0
380.17744095530827	60.0	-0.0479999998048	4.88e-09	0
380.48812645530825	60.0	-0.061999996684	8.29e-08	0
380.7988119553083	60.0	0.01000002724	6.81e-07	0
381.10949745530826	60.0	0.1100003372	8.43e-06	0
381.4201829553083	60.0	-0.025999638800000006	9.03e-06	0
381.73086845530827	60.0	-0.053999757200000005	6.07e-06	0
382.04155395530825	60.0	-0.009999808800000001	4.78e-06	0
382.3522394553083	60.0	-0.0319997632	5.92e-06	0
382.66292495530826	60.0	-0.047999784399999995	5.39e-06	0
382.9736104553083	60.0	-0.013999990840000002	2.29e-07	0
383.28429595530827	60.0	0.0020002124	5.31e-06	0
383.59498145530824	60.0	0.0020316307600000004	0.000790769	0
383.9056669553083	60.0	-0.0036920750800000005	0.007698123	0
384.21635245530825	60.0	-0.0017231680000000002	0.0069208	0
384.5270379553083	60.0	3.2320000000000004e-07	8.08e-06	0
384.83772345530826	60.0	-0.00999998648	3.38e-07	0
385.1484089553083	60.0	0.012000022999999999	5.75e-07	0
385.4590944553083	60.0	-0.00199999236	1.91e-07	0
385.76977995530825	60.0	0.00213371356	0.003342839	0
386.0804654553083	60.0	0.0001918156	0.00479539	0
386.39115095530826	60.0	5.823248e-05	0.001455812	0
386.7018364553083	60.0	-0.047999770399999996	5.74e-06	0
387.0125219553083	60.0	-0.23599982239999998	4.44e-06	0
387.32320745530825	60.0	-0.021999798	5.05e-06	0
387.6338929553083	60.0	0.00034595328000000005	0.008648832	0
387.94457845530826	60.0	0.00022353052000000003	0.005588263	0
388.2552639553083	60.0	0.00436548448	0.009137112	0
388.56594945530827	60.0	-0.0037569077200000005	0.006077307	0
388.87663495530825	60.0	3.172e-07	7.93e-06	0
389.1873204553083	60.0	2.2960000000000004e-07	5.74e-06	0
389.49800595530826	60.0	-0.14999998256	4.36e-07	0
389.8086914553083	60.0	-0.0219998432	3.92e-06	0
390.11937695530827	60.0	-0.0259891808	0.00027048	0
390.4300618295256	60.0	-0.0707681775026921	0.030799188	0
390.74071004875685	60.0	0.03017834084801728	0.004368514	0
391.05139554875683	60.0	0.02939584	0.034896	0
391.3620810487568	60.0	0.080000232	5.8e-06	0
391.67276654875684	60.0	0.004000162400000001	4.06e-06	0
391.9834520487568	60.0	-0.17584661804	0.003834549	0
392.29413754875685	60.0	-0.00052968744	0.036757814	0
392.5057187167081	60.0	0.010280704420723881	0.036757814	0
392.60559415898314	60.0	-0.006221459308170552	0.0	0
392.91627965898317	60.0	-0.254	0.0	0
393.22696515898315	60.0	-0.047999787999999995	5.3e-06	0
393.5376506589832	60.0	0.05892388736	0.223097184	0
393.8477278343508	60.0	-0.005825726234025313	1.156907248	0
394.1572992165827	54.86067498893169	-0.13681788678431955	1.898627023	0
394.467229127334	60.0	0.2642508326863575	1.243227359	0
394.77791462733404	60.0	0.0071997130800000005	0.279992827	0
395.088600127334	60.0	-0.0019956496800000003	0.000108758	0
395.399285627334	60.0	0.01600775088	0.400193772	0
395.7089110723226	60.0	-0.23003632769625612	1.27305749	0
396.0191982789797	60.0	-0.5017025888818303	0.874635893	0
396.3295960763152	60.0	-2.4713923845403065	0.272657177	0
396.63993423582923	60.0	2.4084333769672006	0.594185143	1
396.9506197358292	60.0	0.01264471904	0.316117976	0
397.26130523582924	60.0	0.0028396376400000004	0.070990941	0
397.57180493894083	60.0	0.03697585352048958	0.874366419	0
397.88143100971223	59.76761516598303	0.07201412848723027	1.599668884	0
398.19194375919153	60.0	0.044757331675415866	0.868794207	0
398.50262925919156	60.0	0.015076085959999999	0.076902149	0
398.81331475919154	60.0	-0.33799978519999996	5.37e-06	0
399.1240002591916	60.0	1.904e-07	4.76e-06	0
399.43468575919155	60.0	1.904e-07	4.76e-06	0
399.74537125919153	60.0	1.632e-07	4.08e-06	0
400.05605675919156	60.0	9.64e-08	2.41e-06	0
400.36674225919154	60.0	0.0020002180000000002	5.45e-06	0
400.6774277591916	60.0	0.0020001632	4.08e-06	0
400.98811325919155	60.0	0.005063660720000001	0.026591518	0
401.2987627110365	60.0	0.0076931590850560505	0.092317373	0
401.6092754605158	60.0	0.02899148844091683	0.774815028	0
401.9195061202992	60.0	0.03481688436	0.870422109	0
402.23019162029925	60.0	0.0024198131199999998	0.160495328	0
402.5408771202992	60.0	0.0037221003599999993	0.143052509	0
402.8512966679189	60.0	0.019976060805578462	0.399315845	0
403.1619821679189	60.0	0.0722385102	0.255962755	0
403.4726676679189	60.0	-0.08599765599999999	5.86e-05	0
403.7833531679189	60.0	0.02132229696	0.033057424	0
404.0940144335179	60.0	-0.12429251913006185	0.442963954	0
404.4039120317345	60.0	-0.07364960563224868	0.965878743	0
404.71459442183476	60.0	-0.03163697785461064	0.559089067	0
405.02527992183474	60.0	0.14421972287999998	0.005493072	0
405.3359654218347	60.0	-0.0899996204	9.49e-06	0
405.64665092183475	60.0	0.434000768	1.87e-05	0
405.9573364218347	60.0	0.074000624	1.56e-05	0
406.26802192183476	60.0	-0.023999428	1.43e-05	0
406.57870742183474	60.0	-0.08399936399999999	1.59e-05	0
406.88939292183477	60.0	0.08041163944	0.260290986	0
407.19940672369836	60.0	-0.011082061639583213	1.176090133	0
407.50891285514024	54.71160247945618	0.002077523409234035	1.908987483	0
407.8187259554136	60.0	-0.02036569172763343	1.346067104	0
408.12941145541356	60.0	0.20881936188	0.320484047	0
408.44006215876186	60.0	-0.046501180615847036	0.187621701	0
408.75066065774985	60.0	-0.05675592232302243	0.031508098	0
409.0613461577498	60.0	-0.03839357312	0.040160672	0
409.37155817714887	60.0	0.031205793285431813	1.080602726	0
409.6810723867244	56.22085797199818	-0.005980405101854203	1.807869231	0
409.9904449257004	54.320225733826604	0.11562507235087925	1.936595058	0
410.3006451312833	60.0	-0.12252065046564713	1.243710897	0
410.6113306312833	60.0	0.08524483328	0.181120832	0
410.92201613128327	60.0	-0.171998484	3.79e-05	0
411.2327016312833	60.0	-0.149999208	1.98e-05	0
411.5433871312833	60.0	-0.20396449432	0.000887642	0
411.8540726312833	60.0	-1.3519608626	0.000978435	0
412.1647581312833	60.0	1.36200526156	0.000132039	0
412.47544363128327	60.0	0.026001804000000003	4.51e-05	0
412.7861291312833	60.0	-0.047998163999999996	4.59e-05	0
413.0968146312833	60.0	-0.10399805600000002	4.86e-05	0
413.4075001312833	60.0	0.032002104	5.26e-05	0
413.7181856312833	60.0	-0.11998795891999998	0.000301027	0
414.0288711312833	60.0	0.11800822267999998	0.000205567	0
414.3395566312833	60.0	-0.217998132	4.67e-05	0
414.6502421312833	60.0	0.178001812	4.53e-05	0
414.9609276312833	60.0	-0.053998163999999994	4.59e-05	0
415.2716131312833	60.0	-0.089998372	4.07e-05	0
415.5822986312833	60.0	-0.03199103172	0.000224207	0
415.8929841312833	60.0	0.01937968184	0.034492046	0
416.20363172479404	60.0	-0.09613251892063	0.046985986	0
416.4125323011717	60.0	0.004853921419774943	0.046985986	0
416.42660734845316	60.0	0.13244097605661842	0.0	0
416.73729284845314	60.0	0.15480000000000002	0.0	0
416.80860262777657	60.0	0.06796674798307151	0.0	0
417.11928812777654	60.0	0.031200000000000006	0.0	0
417.4299736277766	60.0	2.678688e-06	0.000111612	0
417.74065912777655	60.0	0.159623399136	0.000974964	0
418.05134462777653	60.0	0.039621638352	0.000901598	0
418.36203012777656	60.0	0.10200453323999999	0.000188885	0
418.67271562777654	60.0	0.090008055792	0.000335658	0
418.9834011277766	60.0	-0.11279146432799998	0.000355653	0
419.29408662777655	60.0	-0.100791616056	0.000349331	0
419.4265784630419	60.0	0.04221731696088596	0.000349331	0
419.6241744410419	60.0	0.0	0.0	0
419.93485994104185	39.942167213892496	0.45196267908	3.581778295	0
420.2455454410419	60.0	0.45960249624	0.00010451	0
420.55623094104186	60.0	0.464411011416	0.000459309	0
420.8669164410419	60.0	0.54241191588	0.000496495	0
421.17760194104187	60.0	0.5532019272	7.98e-05	0
421.48828744104185	60.0	0.38524228932	0.001762055	0
421.7989729410419	60.0	0.368450156232	0.002090343	0
422.10965844104186	60.0	0.654004207104	0.000176296	0
422.4203439410419	60.0	0.7032104763839999	0.000436016	0
422.73102944104187	60.0	0.5328009192	3.78e-05	0
423.04171494104185	60.0	0.32760951458399995	0.000396441	0
423.3524004410419	60.0	0.619208938152	0.000373423	0
423.66308594104186	60.0	0.74160253236	0.000106515	0
423.9737714410419	60.0	0.4896121024079999	0.000504767	0
424.28445694104187	60.0	0.595209282552	0.000386773	0
424.59514244104184	60.0	0.639605558088	0.000232087	0
424.9058279410419	60.0	0.63720993096	0.00041429	0
425.21651344104185	60.0	0.8016159939359999	0.000667414	0
425.5271989410419	60.0	0.896425709256	0.001072219	0
425.83788444104187	60.0	0.861620904192	0.000872008	0
426.14856994104184	60.0	0.812410445376	0.000435224	0
426.4592554410419	60.0	0.850814468016	0.000601834	0
